CodAerolinea|IDAerolinea|AeropuertoOrigen|AeropuertoOrigenID|AeropuertoDestino|AeropuertoDestinoID|OperadoCarrier|Stops|Equipamiento|TicketsVendidos|Lugares|PrecioTicket|KilometrosTotales|Fecha|ocupacion
JH|13200|KCZ|2332|NKM|5997||0|E70|9|85|79.52|4439.700000000001|2023-01-01|10.588235294117647
JJ|4867|BEL|2526|GIG|2560||0|320|29|126|59.73|1312.15|2023-01-01|23.015873015873016
JJ|4867|BSB|2531|MCZ|2590||0|320|13|82|53.27|996.24|2023-01-01|15.853658536585366
JJ|4867|CCS|2851|GRU|2564||0|320|3|15|74.6|1346.31|2023-01-01|20.0
JJ|4867|CGB|2548|CGH|2618||0|319|21|99|60.37|1074.09|2023-01-01|21.21212121212121
JJ|4867|CGH|2618|LDB|2581||0|319|20|116|74.34|6585.5|2023-01-01|17.24137931034483
JJ|4867|EZE|3988|ASU|2699||0|320|0|67|55.21|928.09|2023-01-01|0.0
JJ|4867|FLN|2555|GRU|2564||0|320|13|79|52.04|2359.0|2023-01-01|16.455696202531644
JJ|4867|GIG|2560|SLZ|2616||0|320|4|33|60.34|6181.1|2023-01-01|12.121212121212121
JJ|4867|GRU|2564|CGB|2548||0|320|10|107|60.08|2445.64|2023-01-01|9.345794392523365
JJ|4867|GRU|2564|MIA|3576||0|773 777|11|71|52.09|6736.900000000001|2023-01-01|15.492957746478872
JJ|4867|MAO|2551|BEL|2526||0|320|4|59|78.23|1753.22|2023-01-01|6.779661016949152
JJ|4867|MIA|3576|BSB|2531||0|763 757|5|60|60.63|2784.82|2023-01-01|8.333333333333332
JJ|4867|MIA|3576|SSA|2621||0|757|14|112|50.45|958.7|2023-01-01|12.5
JJ|4867|SCL|2650|IQQ|2649|Y|0|320|11|51|77.02|3819.63|2023-01-01|21.568627450980394
JL|2987|AOJ|2340|HND|2359||0|73H|8|53|64.31|3469.31|2023-01-01|15.09433962264151
JL|2987|AXT|2345|ITM|2334|Y|0|CRJ|11|93|71.67|2014.66|2023-01-01|11.827956989247312
JL|2987|CTS|2287|HIJ|2326|Y|0|73H|11|95|77.96|1076.1|2023-01-01|11.578947368421053
JL|2987|CTS|2287|ICN|3930|Y|0|73H 744 333 772|2|31|66.02|2218.28|2023-01-01|6.451612903225806
JL|2987|CTS|2287|KIJ|4381|Y|0|CRJ|0|17|67.98|4197.09|2023-01-01|0.0
JL|2987|FUK|2305|HNA|2344|Y|0|E70|32|130|78.11|990.3|2023-01-01|24.615384615384617
JL|2987|HAN|3199|NRT|2279||0|767|6|73|60.36|1921.39|2023-01-01|8.21917808219178
JL|2987|HND|2359|FUK|2305||0|767 777 73H|16|75|75.05|2999.06|2023-01-01|21.333333333333336
JL|2987|HND|2359|KKJ|2311||0|73H|1|73|64.61|2008.0|2023-01-01|1.36986301369863
JL|2987|HND|2359|UBJ|2296||0|73H|4|48|50.11|3455.6|2023-01-01|8.333333333333332
JL|2987|KIX|3992|SHE|4144|Y|0|320|10|83|61.93|835.55|2023-01-01|12.048192771084338
JL|2987|KMI|2308|ITM|2334|Y|0|CRJ E70|9|43|71.28|2157.53|2023-01-01|20.930232558139537
JL|2987|KOJ|2307|ICN|3930|Y|0|73H 73J 739|22|112|64.72|2615.2|2023-01-01|19.642857142857142
JL|2987|NRT|2279|HNL|3728||0|788 777|2|70|72.95|5031.5|2023-01-01|2.857142857142857
JL|2987|NRT|2279|MNL|2397||0|767|7|78|73.14|3205.89|2023-01-01|8.974358974358974
JL|2987|OBO|2286|HND|2359||0|73H|4|60|54.29|2958.9|2023-01-01|6.666666666666667
JL|2987|PVG|3406|FSZ|6476|Y|0|738|4|36|64.86|2293.38|2023-01-01|11.11111111111111
JL|2987|SDJ|2347|ITM|2334|Y|0|E70|7|54|56.35|958.64|2023-01-01|12.962962962962962
JL|2987|SHA|3391|HND|2359||0|767 777|5|76|58.9|5756.7|2023-01-01|6.578947368421052
JL|2987|SIN|3316|NRT|2279||0|767|9|71|70.24|958.47|2023-01-01|12.676056338028168
JP|83|LJU|1569|AMS|580||0|319 CR9|20|86|55.44|4174.94|2023-01-01|23.25581395348837
JP|83|LJU|1569|TGD|1741||0|CR2 CR9|27|115|78.73|1437.41|2023-01-01|23.47826086956522
JQ|3052|AKL|2006|SYD|3361||0|320|11|104|55.86|3371.0|2023-01-01|10.576923076923077
JQ|3052|BNE|3320|DPS|3940||0|788|12|55|70.73|2404.4|2023-01-01|21.818181818181817
JQ|3052|BNE|3320|HTI|6242||0|320|18|99|58.9|2391.23|2023-01-01|18.181818181818183
JQ|3052|CNS|3322|ADL|3341||0|320|6|101|54.31|4663.1|2023-01-01|5.9405940594059405
JQ|3052|DPS|3940|BNE|3320||0|788|11|71|75.53|1171.75|2023-01-01|15.492957746478872
JQ|3052|HBA|3336|BNE|3320||0|320|17|89|78.68|3726.0|2023-01-01|19.101123595505616
JQ|3052|KIX|3992|OOL|3321||0|332|2|23|69.14|1317.31|2023-01-01|8.695652173913043
JQ|3052|MEL|3339|PER|3351||0|320|10|94|75.57|1628.8|2023-01-01|10.638297872340425
JQ|3052|MKY|3326|BNE|3320||0|320|6|105|57.16|1042.7|2023-01-01|5.714285714285714
JQ|3052|PER|3351|BNE|3320||0|320|2|89|57.34|3287.47|2023-01-01|2.247191011235955
JT|3290|BPN|3919|SRG|3901||0|738 739|20|104|57.36|4179.8|2023-01-01|19.230769230769234
JT|3290|BTH|3903|DPS|3940||0|739|15|100|78.91|2838.21|2023-01-01|15.0
JT|3290|BTH|3903|PDG|3278||0|734|15|107|58.71|5095.0|2023-01-01|14.018691588785046
JT|3290|CGK|3275|SRG|3901||0|739 738|16|101|53.28|1460.82|2023-01-01|15.841584158415841
JT|3290|DJB|3287|BTH|3903||0|739|22|114|55.36|1566.4|2023-01-01|19.298245614035086
JT|3290|LOP|8401|DPS|3940|Y|0|ATR|20|117|59.16|3961.7000000000003|2023-01-01|17.094017094017094
JT|3290|MDC|3250|GTO|3247|Y|0|DH8|21|107|72.95|6462.200000000001|2023-01-01|19.626168224299064
JT|3290|NTX|6225|BTH|3903|Y|0|ATR|7|62|79.89|2963.38|2023-01-01|11.29032258064516
JT|3290|SRG|3901|BDJ|3908||0|739|24|110|60.77|3574.0|2023-01-01|21.818181818181817
JT|3290|SUB|3928|LOP|8401||0|739|8|103|72.4|1780.6|2023-01-01|7.766990291262135
JT|3290|SUB|3928|UPG|3240||0|739|8|95|62.28|2306.36|2023-01-01|8.421052631578947
JT|3290|TTE|3253|UPG|3240||0|733|29|120|63.97|1957.47|2023-01-01|24.166666666666668
JT|3290|UPG|3240|JOG|3898||0|739|2|92|50.38|1620.21|2023-01-01|2.1739130434782608
JT|3290|UPG|3240|MJU|9181|Y|0|ATR|1|51|67.49|1374.71|2023-01-01|1.9607843137254901
JU|2991|BEG|1739|LJU|1569||0|AT7|15|100|76.86|1426.16|2023-01-01|15.0
JU|2991|BEG|1739|VIE|1613||0|AT7|4|77|52.48|5647.6|2023-01-01|5.194805194805195
JU|2991|DXB|2188|BBO|1122||0|737|14|110|54.88|1983.47|2023-01-01|12.727272727272727
JU|2991|FCO|1555|BEG|1739||0|319 733|18|78|64.7|1358.8999999999999|2023-01-01|23.076923076923077
JU|2991|VIE|1613|BEG|1739||0|AT7|16|93|76.39|2141.04|2023-01-01|17.20430107526882
JV|1434|YAG|5479|YQT|121||0|SWM|4|56|57.87|1794.04|2023-01-01|7.142857142857142
JV|1434|YQT|121|YAM|21||0|SWM|3|35|54.96|1370.79|2023-01-01|8.571428571428571
JW|397|CTS|2287|NRT|2279||0|320|4|91|67.03|1161.38|2023-01-01|4.395604395604396
K2|2245|AMS|580|GDN|668||0|DH4|6|104|74.75|6915.1|2023-01-01|5.769230769230769
K2|2245|CDG|1382|WRO|680||0|DH4|9|62|67.67|1169.4|2023-01-01|14.516129032258066
K2|2245|KRK|669|GDN|668||0|DH4|6|37|60.52|1654.99|2023-01-01|16.216216216216218
K3|\N|KTN|3808|KPB|7150||0|DHP|25|116|58.62|2786.44|2023-01-01|21.551724137931032
K5|10765|HNH|7142|JNU|3492||0|CNC CN1|16|78|50.8|986.41|2023-01-01|20.51282051282051
K5|10765|IPL|3689|BUR|3644||0|CNC|15|93|54.86|2724.42|2023-01-01|16.129032258064516
K8|11808|CNX|3931|HGN|4086||0|CNC|4|75|69.32|4253.24|2023-01-01|5.333333333333334
K8|11808|CNX|3931|PHS|3170||0|CNC|2|31|52.38|1904.01|2023-01-01|6.451612903225806
KA|2056|CSX|3371|HKG|3077||0|320 321|11|91|60.85|1011.81|2023-01-01|12.087912087912088
KA|2056|HKG|3077|PVG|3406||0|333 321 320|15|94|63.25|1559.55|2023-01-01|15.957446808510639
KA|2056|HKG|3077|RGN|3239||0|321|1|69|63.16|981.69|2023-01-01|1.4492753623188406
KA|2056|HKG|3077|WNZ|6392||0|321 320|13|104|61.56|6082.0|2023-01-01|12.5
KC|1006|ALA|2908|AUH|2179||0|320 321|27|109|54.14|2345.7|2023-01-01|24.770642201834864
KC|1006|ALA|2908|KGF|4375||0|E90 319|20|107|52.32|3407.64|2023-01-01|18.69158878504673
KC|1006|ALA|2908|KZO|4358||0|320 E90 319|24|110|50.44|1218.3|2023-01-01|21.818181818181817
KC|1006|KUF|4118|ALA|2908||0|E90|27|110|67.41|6788.5|2023-01-01|24.545454545454547
KC|1006|TSE|2910|LHR|507||0|757|17|109|68.28|3428.55|2023-01-01|15.59633027522936
KC|1006|UKK|6086|TSE|2910||0|E90 320|5|55|77.56|1268.74|2023-01-01|9.090909090909092
KE|3163|HIN|6007|CJU|2370||0|739|2|18|74.91|1824.4|2023-01-01|11.11111111111111
KE|3163|ICN|3930|CEB|4206||0|744|3|36|51.0|2159.65|2023-01-01|8.333333333333332
KE|3163|ICN|3930|HAN|3199||0|73J 332 333|16|89|68.68|1440.3|2023-01-01|17.97752808988764
KE|3163|ICN|3930|IAD|3714||0|77W 772|3|44|54.03|4259.02|2023-01-01|6.8181818181818175
KE|3163|ICN|3930|MAD|1229||0|332 744|0|85|63.64|7768.0|2023-01-01|0.0
KE|3163|ICN|3930|MNL|2397||0|773|8|86|56.84|3350.7|2023-01-01|9.30232558139535
KE|3163|ICN|3930|TLV|1590||0|772|15|104|76.63|2458.37|2023-01-01|14.423076923076922
KE|3163|KIX|3992|GUM|2246||0|772 739|14|100|73.72|7551.599999999999|2023-01-01|14.000000000000002
KE|3163|NKG|3388|PUS|2372||0|73H|15|96|56.13|3227.7999999999997|2023-01-01|15.625
KE|3163|PEK|3364|PUS|2372||0|333|14|80|67.59|4141.36|2023-01-01|17.5
KE|3163|PNH|3034|ICN|3930||0|73H 73J|18|78|57.75|1548.0|2023-01-01|23.076923076923077
KE|3163|PUS|2372|CEB|4206||0|73H|17|111|58.55|2181.4|2023-01-01|15.315315315315313
KE|3163|SZX|3374|ICN|3930||0|73J|0|21|57.81|1418.93|2023-01-01|0.0
KL|3090|ABZ|532|AMS|580||0|737 EMJ F70|13|98|77.83|2071.65|2023-01-01|13.26530612244898
KL|3090|AMS|580|AES|630|Y|0|EMJ|32|131|63.86|1511.61|2023-01-01|24.427480916030532
KL|3090|AMS|580|CGN|344|Y|0|F70|0|14|54.66|2131.99|2023-01-01|0.0
KL|3090|AMS|580|DXB|2188||0|777|11|109|76.59|2328.84|2023-01-01|10.091743119266056
KL|3090|AMS|580|JNB|813||0|777|18|91|51.95|1495.82|2023-01-01|19.78021978021978
KL|3090|AMS|580|ORD|3830||0|74M|13|57|56.19|3137.3|2023-01-01|22.807017543859647
KL|3090|ATL|3682|AEX|3852|Y|0|CRJ CR9|11|51|77.61|3172.0|2023-01-01|21.568627450980394
KL|3090|ATL|3682|MCI|3458|Y|0|M90 757|18|91|51.27|8634.81|2023-01-01|19.78021978021978
KL|3090|ATL|3682|TYS|3676|Y|0|CR7 CRJ 717 CR9|7|85|57.39|2076.39|2023-01-01|8.235294117647058
KL|3090|AVL|4007|ATL|3682|Y|0|CRJ|2|55|60.01|2691.9|2023-01-01|3.6363636363636362
KL|3090|BOS|3448|ATL|3682|Y|0|757 M90 M88|0|15|79.51|2006.3999999999999|2023-01-01|0.0
KL|3090|BTV|3711|ATL|3682|Y|0|CR9|7|31|69.99|3097.31|2023-01-01|22.58064516129032
KL|3090|CDG|1382|ALG|210|Y|0|319|5|99|52.68|2348.02|2023-01-01|5.05050505050505
KL|3090|CTU|3395|HGH|3386|Y|0|320|3|70|76.5|2211.08|2023-01-01|4.285714285714286
KL|3090|JAX|3712|ATL|3682|Y|0|757|4|74|51.82|870.02|2023-01-01|5.405405405405405
KL|3090|KIN|1779|PTY|1871|Y|0|EMJ|7|68|70.28|947.67|2023-01-01|10.294117647058822
KL|3090|LEX|4017|ATL|3682|Y|0|CR9 CRJ|9|75|53.84|2133.27|2023-01-01|12.0
KL|3090|MSP|3858|LAX|3484|Y|0|757|8|70|60.87|829.2|2023-01-01|11.428571428571429
KL|3090|NBO|4059|AMS|580||0|747|7|102|79.14|6095.5|2023-01-01|6.862745098039216
KL|3090|NBO|4059|FBM|1038|Y|0|EMJ|6|36|72.41|3232.83|2023-01-01|16.666666666666664
KL|3090|RIX|3953|AMS|580|Y|0|737|3|17|78.49|2525.0|2023-01-01|17.647058823529413
KL|3090|SBN|4359|ATL|3682|Y|0|CRJ|21|96|55.95|3258.99|2023-01-01|21.875
KL|3090|SFO|3469|ATL|3682|Y|0|763 757|2|64|75.87|3189.24|2023-01-01|3.125
KL|3090|SJU|2890|ATL|3682|Y|0|73H 757 753|8|42|72.66|7036.3|2023-01-01|19.047619047619047
KL|3090|SLZ|2616|BEL|2526|Y|0|737|22|106|50.82|2901.01|2023-01-01|20.754716981132077
KL|3090|SVG|666|AMS|580||0|737 EMJ|1|81|59.99|6348.9|2023-01-01|1.2345679012345678
KL|3090|TUL|3855|ATL|3682|Y|0|CR7 CR9|4|20|58.7|2633.6000000000004|2023-01-01|20.0
KL|3090|YUL|146|AMS|580||0|M11|9|84|57.29|3637.9|2023-01-01|10.714285714285714
KM|242|EXT|552|MLA|1606||0|320|3|59|52.97|2223.24|2023-01-01|5.084745762711865
KM|242|MLA|1606|BUD|1489||0|320|10|70|79.08|7114.5|2023-01-01|14.285714285714285
KM|242|MLA|1606|FCO|1555||0|320 319|12|97|77.96|7409.6|2023-01-01|12.371134020618557
KM|242|MLA|1606|ZRH|1678||0|319|4|41|76.37|5924.2|2023-01-01|9.75609756097561
KN|10741|JIC|\N|JGN|6432||0|737|13|71|59.43|1154.39|2023-01-01|18.30985915492958
KN|10741|NAY|6341|JUZ|6382||0|737|4|45|76.58|2051.56|2023-01-01|8.88888888888889
KN|10741|SHA|3391|NAY|6341||0|737|0|54|52.26|7898.8|2023-01-01|0.0
KN|10741|SJW|6347|XIY|3379||0|737|3|85|69.33|4312.799999999999|2023-01-01|3.5294117647058822
KO|109|ANC|3774|ILI|3429||0||6|27|68.06|2978.5|2023-01-01|22.22222222222222
KQ|3126|JNB|813|NBO|4059||0|738 763 73W|14|58|57.46|1930.94|2023-01-01|24.137931034482758
KQ|3126|LUN|907|LLW|1016||0|738 E90 763|20|82|54.49|1899.13|2023-01-01|24.390243902439025
KQ|3126|NBO|4059|BKO|1044||0|73W|17|74|58.4|3758.62|2023-01-01|22.972972972972975
KQ|3126|NBO|4059|KGL|1165||0|E90 E70|1|42|63.81|6227.9|2023-01-01|2.380952380952381
KQ|3126|NBO|4059|LHR|507||0|772|2|31|51.11|992.37|2023-01-01|6.451612903225806
KQ|3126|NBO|4059|SEZ|994||0|73W 738|15|71|62.17|6962.7|2023-01-01|21.12676056338028
KR|1844|OVB|4078|OSS|2913||0|320|4|32|76.71|1384.84|2023-01-01|12.5
KR|1844|URC|3399|FRU|2912||0|320|16|90|64.9|4210.299999999999|2023-01-01|17.77777777777778
KS|3935|PQI|3528|BOS|3448||0|SF3|5|47|68.94|1309.27|2023-01-01|10.638297872340425
KU|3179|CAI|1128|KWI|2176||0|777 340 320 AB6|7|50|51.48|1657.91|2023-01-01|14.000000000000002
KU|3179|KUL|3304|KWI|2176||0|340|8|87|73.5|1195.88|2023-01-01|9.195402298850574
KU|3179|KWI|2176|AUH|2179||0|320|27|119|67.71|6552.799999999999|2023-01-01|22.689075630252102
KU|3179|KWI|2176|HMB|8235||0|320|8|82|63.84|913.55|2023-01-01|9.75609756097561
KU|3179|MNL|2397|BKK|3885||0|340|17|117|75.05|1869.89|2023-01-01|14.529914529914532
KX|1682|GCM|1926|HAV|1909||0|733|3|43|63.07|3205.33|2023-01-01|6.976744186046512
KX|1682|ORD|3830|GCM|1926||0|733|6|100|50.28|1634.5|2023-01-01|6.0
KX|1682|TPA|3646|GCM|1926||0|733|8|45|62.97|2300.9|2023-01-01|17.77777777777778
KY|13704|CSX|3371|HYN|6384||0|73G|16|108|70.49|1738.71|2023-01-01|14.814814814814813
KY|13704|LJG|4033|XIY|3379||0|73G|3|48|55.73|3168.39|2023-01-01|6.25
L6|16942|PNR|886|COO|245||0|73G|11|77|76.95|7391.1|2023-01-01|14.285714285714285
LA|3200|AEP|2442|SLA|2476||0|320|9|53|77.32|5393.9|2023-01-01|16.9811320754717
LA|3200|BOG|2709|DFW|3670|Y|0|319|2|99|64.86|2008.3000000000002|2023-01-01|2.0202020202020203
LA|3200|EZE|3988|GIG|2560|Y|0|320|1|15|67.57|853.26|2023-01-01|6.666666666666667
LA|3200|GYE|2673|EZE|3988|Y|0|319|4|26|64.61|1408.68|2023-01-01|15.384615384615385
LA|3200|LIM|2789|CUZ|2812||0|319|2|72|58.58|1965.05|2023-01-01|2.7777777777777777
LA|3200|MEX|1824|SCL|2650||0|763|5|39|56.43|3211.39|2023-01-01|12.82051282051282
LA|3200|SCL|2650|CPO|4312||0|319 320|0|27|71.25|3364.16|2023-01-01|0.0
LA|3200|SCL|2650|GRU|2564||0|763 320 319|5|97|68.66|2023.86|2023-01-01|5.154639175257731
LA|3200|SLA|2476|AEP|2442|Y|0|320|3|93|55.5|1451.96|2023-01-01|3.225806451612903
LA|3200|TUC|2460|AEP|2442|Y|0|320|19|106|58.85|7475.299999999999|2023-01-01|17.92452830188679
LA|3200|ZAL|2667|SCL|2650||0|319|1|12|74.13|1591.69|2023-01-01|8.333333333333332
LC|5354|DLA|897|BZV|883||0|737|18|106|73.02|2868.65|2023-01-01|16.9811320754717
LG|3329|FAO|1626|XRY|1226||0|73H|1|93|75.37|2733.0|2023-01-01|1.0752688172043012
LG|3329|FNC|4091|LUX|629||0|73H|8|35|56.5|937.6|2023-01-01|22.857142857142858
LG|3329|LUX|629|BCN|1218||0|DH4|24|105|78.27|3981.2|2023-01-01|22.857142857142858
LG|3329|LUX|629|FAO|1626||0|73H|12|71|50.92|1579.1|2023-01-01|16.901408450704224
LG|3329|LUX|629|HER|1452||0|73H|13|89|62.26|1144.76|2023-01-01|14.606741573033707
LH|3320|ARN|737|FRA|340||0|321 32A|4|97|50.36|4196.18|2023-01-01|4.123711340206185
LH|3320|BOS|3448|MUC|346||0|333|4|69|70.76|4059.4|2023-01-01|5.797101449275362
LH|3320|BRU|302|OUA|246|Y|0|333|7|60|50.33|1969.08|2023-01-01|11.666666666666666
LH|3320|CDG|1382|TXL|351||0|320|5|39|68.7|5092.799999999999|2023-01-01|12.82051282051282
LH|3320|DKR|1084|BRU|302|Y|0|333|18|102|72.96|1053.3|2023-01-01|17.647058823529413
LH|3320|DRS|338|FRA|340||0|735 733 32A E90|24|100|70.68|2978.26|2023-01-01|24.0
LH|3320|DUB|599|FRA|340||0|321|1|43|53.48|4669.9|2023-01-01|2.3255813953488373
LH|3320|DUS|345|ATH|3941|Y|0|320|2|32|66.9|4005.2|2023-01-01|6.25
LH|3320|DUS|345|CPH|609|Y|0|CR9 CR2|16|106|50.45|1263.54|2023-01-01|15.09433962264151
LH|3320|DUS|345|GRZ|1609|Y|0|DH4|2|26|66.79|1636.08|2023-01-01|7.6923076923076925
LH|3320|FRA|340|ARN|737||0|321 32A|7|104|58.54|2079.89|2023-01-01|6.730769230769231
LH|3320|FRA|340|BSL|4053||0|CR7|20|82|73.77|1044.31|2023-01-01|24.390243902439025
LH|3320|FRA|340|CDG|1382||0|321 32A 735 319 320 733|11|75|58.14|2196.83|2023-01-01|14.666666666666666
LH|3320|FRA|340|CPH|609||0|319 733 32A 321 320|2|27|67.94|1224.11|2023-01-01|7.4074074074074066
LH|3320|FRA|340|EZE|3988||0|744|22|117|70.8|1375.15|2023-01-01|18.803418803418804
LH|3320|FRA|340|HAM|342||0|321 320 319 32A|3|58|71.55|1456.65|2023-01-01|5.172413793103448
LH|3320|FRA|340|LNZ|1611||0|CR7 E90|26|115|69.35|3852.08|2023-01-01|22.608695652173914
LH|3320|FRA|340|MXP|1524||0|320 319 321 32A 733|3|77|78.87|1177.2|2023-01-01|3.896103896103896
LH|3320|FRA|340|TLV|1590||0|321|5|43|69.77|879.65|2023-01-01|11.627906976744185
LH|3320|GVA|1665|YUL|146|Y|0|333|8|68|67.88|950.25|2023-01-01|11.76470588235294
LH|3320|JNB|813|MUC|346|Y|0|346 343 332|19|104|55.68|6243.55|2023-01-01|18.269230769230766
LH|3320|KIV|1735|MUC|346|Y|0|E95|29|128|72.94|956.92|2023-01-01|22.65625
LH|3320|KIX|3992|FRA|340||0|744|15|73|75.12|3392.26|2023-01-01|20.54794520547945
LH|3320|KRK|669|FRA|340||0|735 321 733 32A 319|10|69|70.94|1066.5|2023-01-01|14.492753623188406
LH|3320|LAX|3484|MUC|346||0|346|24|100|60.16|3109.68|2023-01-01|24.0
LH|3320|LEJ|348|VIE|1613|Y|0|DH4|17|69|62.62|1383.48|2023-01-01|24.637681159420293
LH|3320|LIS|1638|HAM|342|Y|0|319 320 321|30|124|56.85|4499.7|2023-01-01|24.193548387096776
LH|3320|MUC|346|AGP|1230||0|320 321|2|32|78.33|1275.19|2023-01-01|6.25
LH|3320|MUC|346|AOI|4309|Y|0|CR9 E95|7|33|52.87|2497.43|2023-01-01|21.21212121212121
LH|3320|MUC|346|BOS|3448||0|333|0|68|58.7|1729.35|2023-01-01|0.0
LH|3320|MUC|346|CAI|1128|Y|0|738|3|55|60.6|1742.35|2023-01-01|5.454545454545454
LH|3320|MUC|346|DTM|373||0|319|10|47|74.81|1215.97|2023-01-01|21.27659574468085
LH|3320|MUC|346|GRZ|1609|Y|0|CR9 CR7|3|53|56.54|2000.6|2023-01-01|5.660377358490567
LH|3320|MUC|346|HAM|342||0|320 321 319|23|104|63.11|1621.39|2023-01-01|22.115384615384613
LH|3320|MUC|346|KLX|1456|Y|0|319|0|36|57.71|954.63|2023-01-01|0.0
LH|3320|MUC|346|RUH|2082||0|333|18|112|56.29|2149.4|2023-01-01|16.071428571428573
LH|3320|NGO|3942|FRA|340||0|343|6|37|74.75|855.98|2023-01-01|16.216216216216218
LH|3320|OPO|1636|FRA|340||0|321|1|26|50.67|2062.9|2023-01-01|3.8461538461538463
LH|3320|PEK|3364|FRA|340||0|388|4|92|66.02|2245.61|2023-01-01|4.3478260869565215
LH|3320|RLG|772|MUC|346|Y|0|CR9 E95|18|73|58.73|7585.8|2023-01-01|24.65753424657534
LH|3320|SHE|4144|FRA|340||0|343|8|104|76.66|2450.3|2023-01-01|7.6923076923076925
LH|3320|SPU|1206|FRA|340||0|319|12|52|52.07|3632.79|2023-01-01|23.076923076923077
LH|3320|TXL|351|LUX|629|Y|0|DH4 ER4|13|73|62.05|1939.26|2023-01-01|17.80821917808219
LH|3320|VKO|2988|DUS|345||0|320|19|98|68.97|1037.4|2023-01-01|19.387755102040817
LH|3320|VNO|3959|FRA|340||0|320 321|8|95|56.42|3586.72|2023-01-01|8.421052631578947
LH|3320|YYZ|193|YUL|146|Y|0|333|7|54|62.83|1106.61|2023-01-01|12.962962962962962
LH|3320|ZAD|1209|MUC|346|Y|0|DH4|5|70|69.44|3477.12|2023-01-01|7.142857142857142
LH|3320|ZRH|1678|FRA|340||0|733 E90 735 319 320 321|1|31|58.12|1609.16|2023-01-01|3.225806451612903
LH|3320|ZRH|1678|HAM|342|Y|0|321 320|6|97|77.29|1192.6|2023-01-01|6.185567010309279
LH|3320|ZRH|1678|NBO|4059|Y|0|333|5|28|72.74|4700.66|2023-01-01|17.857142857142858
LI|3251|ANU|2874|SKB|2891||0|AT4 DH3 AT7|13|72|66.87|3736.58|2023-01-01|18.055555555555554
LI|3251|SJU|2890|DOM|2877||0|DH3|24|109|54.84|1724.87|2023-01-01|22.018348623853214
LI|3251|SVD|2907|GND|2882||0|DH3 AT7|12|103|60.65|3571.62|2023-01-01|11.650485436893204
LM|3287|PPW|5567|KOI|529||0|BNI|25|125|62.58|975.86|2023-01-01|20.0
LN|3258|AMM|2170|BEN|1154||0|320|18|114|60.14|1792.19|2023-01-01|15.789473684210526
LN|3258|LHR|507|TIP|1157||0|320|15|78|62.15|5496.799999999999|2023-01-01|19.230769230769234
LN|3258|MAD|1229|TIP|1157||0|320|7|44|63.85|2040.2|2023-01-01|15.909090909090908
LN|3258|TUN|287|TIP|1157||0|CR9 320|10|51|70.41|1147.69|2023-01-01|19.607843137254903
LO|3210|IST|1701|WAW|679||0|734 E95|19|88|50.99|2706.37|2023-01-01|21.59090909090909
LO|3210|MSQ|2954|WAW|679||0|E75 E95 734|7|102|77.2|2429.64|2023-01-01|6.862745098039216
LO|3210|TBS|3973|WAW|679||0|E95|19|97|55.14|2911.67|2023-01-01|19.587628865979383
LO|3210|VIE|1613|WAW|679||0|E95 E75|20|107|51.27|2136.8|2023-01-01|18.69158878504673
LO|3210|WAW|679|ATH|3941||0|E95 E75 734|1|87|70.17|4043.1|2023-01-01|1.1494252873563218
LO|3210|WAW|679|ORD|3830||0|788|9|72|56.54|2234.15|2023-01-01|12.5
LO|3210|WAW|679|TLV|1590||0|734 E95|16|94|68.99|1575.77|2023-01-01|17.02127659574468
LR|3197|DRK|6945|SJO|1885|Y|0|CNA|7|40|70.14|2370.5|2023-01-01|17.5
LR|3197|PMZ|1887|SJO|1885|Y|0|CNA|11|59|73.37|5088.3|2023-01-01|18.64406779661017
LS|3026|BCN|1218|LBA|517||0|733|8|87|68.0|7591.0|2023-01-01|9.195402298850574
LS|3026|BFS|465|ACE|1055||0|733|0|7|58.31|1339.42|2023-01-01|0.0
LS|3026|EMA|523|PFO|1198||0|73H|2|64|58.51|3539.13|2023-01-01|3.125
LS|3026|FAO|1626|MAN|478||0|738 752 75W|7|86|66.14|1380.99|2023-01-01|8.13953488372093
LS|3026|GLA|534|FCO|1555||0|738|24|119|74.57|3564.27|2023-01-01|20.168067226890756
LS|3026|HER|1452|LBA|517||0|75W 73H|17|82|53.79|990.6|2023-01-01|20.73170731707317
LS|3026|IBZ|1225|GLA|534||0|738 73H|25|119|78.35|4366.08|2023-01-01|21.008403361344538
LS|3026|IBZ|1225|MAN|478||0|733 73H 738 75W|18|106|68.21|885.67|2023-01-01|16.9811320754717
LS|3026|MAN|478|AGP|1230||0|752 75W 733|1|25|64.25|5311.4|2023-01-01|4.0
LS|3026|MAN|478|BUD|1489||0|733|20|103|75.57|2564.89|2023-01-01|19.41747572815534
LS|3026|NCL|521|ACE|1055||0|752 75W|4|62|74.23|1712.66|2023-01-01|6.451612903225806
LS|3026|PFO|1198|EMA|523||0|73H|7|36|77.77|2434.2|2023-01-01|19.444444444444446
LS|3026|PMI|3998|BFS|465||0|733|12|89|51.08|1494.56|2023-01-01|13.48314606741573
LS|3026|PMI|3998|BLK|514||0|73C|7|90|73.46|4119.11|2023-01-01|7.777777777777778
LS|3026|REU|1236|MAN|478||0|733|10|88|71.1|7283.200000000001|2023-01-01|11.363636363636363
LS|3026|RHO|1472|NCL|521||0|752|15|114|74.74|1357.6|2023-01-01|13.157894736842104
